"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_posrt"
"7269","133.929408","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=51101 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7270","133.929429","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=52561 Win=65700 Len=0","56331","80"
"7271","133.930172","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=52561 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7272","133.930173","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=54021 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7273","133.930175","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=55481 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7274","133.930207","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=56941 Win=65700 Len=0","56331","80"
"7275","133.931744","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=56941 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7276","133.931745","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=58401 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7277","133.931771","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=59861 Win=65700 Len=0","56331","80"
"7278","133.932513","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=59861 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7279","133.932515","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=61321 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7280","133.932539","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=62781 Win=65700 Len=0","56331","80"
"7281","133.933278","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=62781 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7282","133.933279","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=64241 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7283","133.933302","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=65701 Win=65700 Len=0","56331","80"
"7284","133.934041","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=65701 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7285","133.934043","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=67161 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7286","133.934064","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=68621 Win=65700 Len=0","56331","80"
"7287","133.934806","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=68621 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7288","133.935549","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=70081 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7289","133.935550","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=71541 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7290","133.935569","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=73001 Win=65700 Len=0","56331","80"
"7291","133.938316","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=73001 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7292","133.939082","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=74461 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7293","133.939083","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=75921 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7294","133.939113","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=77381 Win=65700 Len=0","56331","80"
"7295","133.939917","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=77381 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7296","133.940743","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=78841 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7297","133.940745","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=80301 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7298","133.940790","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=81761 Win=65700 Len=0","56331","80"
"7299","133.942386","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=81761 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7300","133.942389","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=83221 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7301","133.942437","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=84681 Win=65700 Len=0","56331","80"
"7302","133.943184","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=84681 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7303","133.943185","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=86141 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7304","133.943186","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=87601 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7305","133.943216","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=89061 Win=65700 Len=0","56331","80"
"7306","133.943957","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=89061 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7307","133.944765","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=90521 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7308","133.944803","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=91981 Win=65700 Len=0","56331","80"
"7309","133.945608","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=91981 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7310","133.945611","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=93441 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7311","133.945612","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=94901 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7312","133.945653","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=96361 Win=65700 Len=0","56331","80"
"7313","133.946458","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=96361 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7314","133.946460","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=97821 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7315","133.946506","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=99281 Win=65700 Len=0","56331","80"
"7316","133.947315","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=99281 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7317","133.947317","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=100741 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7318","133.947363","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=102201 Win=65700 Len=0","56331","80"
"7319","133.948963","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=102201 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7320","133.948965","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=103661 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7321","133.949010","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=105121 Win=65700 Len=0","56331","80"
"7322","133.949810","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=105121 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7323","133.959852","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=106581 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7324","133.959906","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=108041 Win=65700 Len=0","56331","80"
"7325","133.961858","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=108041 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7326","133.962688","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=109501 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7327","133.962691","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=110961 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7328","133.962693","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=112421 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7329","133.962743","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=113881 Win=65700 Len=0","56331","80"
"7330","133.963483","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=113881 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7331","133.965587","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=115341 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7332","133.965608","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=116801 Win=65700 Len=0","56331","80"
"7333","133.967201","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=116801 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7334","133.967204","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=118261 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7335","133.967250","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=119721 Win=65700 Len=0","56331","80"
"7336","133.968059","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=119721 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7337","133.968061","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=121181 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7338","133.968107","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=122641 Win=65700 Len=0","56331","80"
"7339","133.968913","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=122641 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7340","133.968916","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=124101 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7341","133.968961","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=125561 Win=65700 Len=0","56331","80"
"7342","133.971836","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=125561 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7343","133.972650","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=127021 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7344","133.972651","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=128481 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7345","133.972678","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=129941 Win=65700 Len=0","56331","80"
"7346","133.973481","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=129941 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7347","133.973483","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=131401 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7348","133.973530","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=132861 Win=65700 Len=0","56331","80"
"7349","133.974339","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=132861 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7350","133.977099","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=134321 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7351","133.977135","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=135781 Win=65700 Len=0","56331","80"
"7352","133.977941","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=135781 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7353","133.977943","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=137241 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7354","133.977989","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=138701 Win=65700 Len=0","56331","80"
"7355","134.000077","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=138701 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7356","134.001051","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=140161 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7357","134.001072","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=141621 Win=65700 Len=0","56331","80"
"7358","134.001821","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=141621 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7359","134.001822","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=143081 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7360","134.001823","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=144541 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7361","134.001847","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=146001 Win=65700 Len=0","56331","80"
"7362","134.003423","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=146001 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7363","134.003424","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=147461 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7364","134.003466","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=148921 Win=65700 Len=0","56331","80"
"7365","134.004260","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=148921 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7366","134.004262","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=150381 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7367","134.004286","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=151841 Win=65700 Len=0","56331","80"
"7368","134.005027","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=151841 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7369","134.005828","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=153301 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7370","134.005852","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=154761 Win=65700 Len=0","56331","80"
"7371","134.007571","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=154761 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7372","134.008373","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=156221 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7373","134.008396","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=157681 Win=65700 Len=0","56331","80"
"7374","134.009141","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=157681 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7375","134.009142","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=159141 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7376","134.009166","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=160601 Win=65700 Len=0","56331","80"
"7377","134.009906","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=160601 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7378","134.009907","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=162061 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7379","134.009925","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=163521 Win=65700 Len=0","56331","80"
"7380","134.010711","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=163521 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7381","134.010713","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=164981 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7382","134.010736","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=166441 Win=65700 Len=0","56331","80"
"7383","134.011516","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=166441 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7384","134.011517","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=167901 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7385","134.011540","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=169361 Win=65700 Len=0","56331","80"
"7386","134.013113","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=169361 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7387","134.013114","65.54.95.68","192.168.3.131","TCP","1514","80  >  56331 [ACK] Seq=170821 Ack=670 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56331"
"7388","134.013138","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=172281 Win=65700 Len=0","56331","80"
"7389","134.013925","65.54.95.68","192.168.3.131","HTTP/XML","1010","HTTP/1.1 200 OK ","80","56331"
"7390","134.027069","109.227.83.224","172.16.255.1","TLSv1","112","Ignored Unknown Record","443","10689"
"7391","134.027738","172.16.255.1","109.227.83.224","TCP","57","10689  >  443 [PSH, ACK] Seq=118 Ack=138 Win=66100 Len=3 [TCP segment of a reassembled PDU]","10689","443"
"7392","134.138893","192.168.3.131","65.54.95.75","TCP","66","56332  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56332","80"
"7393","134.170987","65.54.95.75","192.168.3.131","TCP","66","80  >  56332 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","80","56332"
"7394","134.171064","192.168.3.131","65.54.95.75","TCP","54","56332  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","56332","80"
"7395","134.171298","192.168.3.131","65.54.95.75","HTTP","739","GET /image.aspx?uuid=c9e5fc42-82c0-a6fd-dce5-ce76ac2b7b87&w=52&h=39&so=4 HTTP/1.1 ","56332","80"
"7396","134.197979","65.54.95.75","192.168.3.131","TCP","60","[TCP Window Update] 80  >  56332 [ACK] Seq=1 Ack=1 Win=100736 Len=0","80","56332"
"7397","134.198817","65.54.95.75","192.168.3.131","HTTP","221","HTTP/1.1 304 Not Modified ","80","56332"
"7398","134.208574","192.168.3.131","65.54.95.68","TCP","54","56331  >  80 [ACK] Seq=670 Ack=173237 Win=64744 Len=0","56331","80"
"7399","134.312074","10.0.2.15","65.54.189.173","MSNMS","65","XFR 14 SB","2528","1863"
"7400","134.320870","65.54.189.173","10.0.2.15","TCP","60","1863  >  2528 [ACK] Seq=14666 Ack=4946 Win=8760 Len=0","1863","2528"
"7401","134.327824","109.173.29.34","172.16.255.1","TCP","60","443  >  10690 [ACK] Seq=138 Ack=137 Win=65536 Len=0","443","10690"
"7402","134.327900","172.16.255.1","109.173.29.34","TLSv1","64","Ignored Unknown Record","10690","443"
"7403","134.398510","192.168.3.131","65.54.95.75","TCP","54","56332  >  80 [ACK] Seq=686 Ack=168 Win=65532 Len=0","56332","80"
"7404","134.463280","109.227.83.224","172.16.255.1","TCP","60","443  >  10689 [ACK] Seq=138 Ack=121 Win=66048 Len=0","443","10689"
"7405","134.463358","172.16.255.1","109.227.83.224","TLSv1","64","Ignored Unknown Record","10689","443"
"7406","134.490447","65.54.189.173","10.0.2.15","MSNMS","136","XFR 14 SB 64.4.35.57:1863 CKI 2137891040.10511992.17216978 U messenger.msn.com 1","1863","2528"
"7407","134.490704","10.0.2.15","64.4.35.57","TCP","62","2550  >  1863 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1","2550","1863"
"7408","134.539161","109.173.29.34","172.16.255.1","TCP","60","443  >  10690 [PSH, ACK] Seq=138 Ack=147 Win=65536 Len=3 [TCP segment of a reassembled PDU]","443","10690"
"7409","134.569632","192.168.3.131","65.54.95.75","HTTP","740","GET /image.aspx?uuid=ae413324-0bcc-bb13-8863-ef1d0ca27628&w=112&h=84&so=4 HTTP/1.1 ","56332","80"
"7410","134.594016","65.54.95.75","192.168.3.131","HTTP","221","HTTP/1.1 304 Not Modified ","80","56332"
"7411","134.603309","192.168.3.131","65.54.95.75","HTTP","740","GET /image.aspx?uuid=c9e5fc42-82c0-a6fd-dce5-ce76ac2b7b87&w=112&h=84&so=4 HTTP/1.1 ","56332","80"
"7412","134.635512","65.54.95.75","192.168.3.131","HTTP","221","HTTP/1.1 304 Not Modified ","80","56332"
"7413","134.642168","10.0.2.15","65.54.189.173","TCP","54","2528  >  1863 [ACK] Seq=4946 Ack=14748 Win=63724 Len=0","2528","1863"
"7414","134.661761","172.16.255.1","212.8.163.80","UDP","165","50983  >  54900 Len=123","50983","54900"
"7415","134.663659","64.4.35.57","10.0.2.15","TCP","60","1863  >  2550 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","1863","2550"
"7416","134.663686","10.0.2.15","64.4.35.57","TCP","54","2550  >  1863 [ACK] Seq=1 Ack=1 Win=64240 Len=0","2550","1863"
"7417","134.664257","10.0.2.15","64.4.35.57","MSNMS","150","USR 4 rakslice@hotmail.com;{548F910E-9097-4EA3-B370-A73BD60C1E47} 2137891040.10511992.17216978","2550","1863"
"7418","134.664835","64.4.35.57","10.0.2.15","TCP","60","1863  >  2550 [ACK] Seq=1 Ack=97 Win=8760 Len=0","1863","2550"
"7419","134.697202","109.227.83.224","172.16.255.1","TLSv1","72","Ignored Unknown Record","443","10689"
"7420","134.749047","172.16.255.1","109.173.29.34","TCP","54","10690  >  443 [ACK] Seq=147 Ack=141 Win=65560 Len=0","10690","443"
"7421","134.774972","72.14.213.147","192.168.3.131","TCP","60","[TCP ACKed unseen segment] 443  >  52152 [ACK] Seq=32465 Ack=26599 Win=64128 Len=0","443","52152"
"7422","134.775789","72.14.213.147","192.168.3.131","TCP","60","[TCP ACKed unseen segment] 443  >  52152 [ACK] Seq=32465 Ack=27221 Win=64128 Len=0","443","52152"
"7423","134.833562","192.168.3.131","65.54.95.75","TCP","54","56332  >  80 [ACK] Seq=2058 Ack=502 Win=65196 Len=0","56332","80"
"7424","134.844871","64.4.35.57","10.0.2.15","MSNMS","133","USR 4 OK rakslice@hotmail.com;{548f910e-9097-4ea3-b370-a73bd60c1e47} rakslice","1863","2550"
"7425","134.845616","10.0.2.15","64.4.35.57","MSNMS","82","CAL 1 rakslice@hotmail.com","2550","1863"
"7426","134.846210","64.4.35.57","10.0.2.15","TCP","60","1863  >  2550 [ACK] Seq=80 Ack=125 Win=8760 Len=0","1863","2550"
"7427","134.846239","10.0.2.15","64.4.35.57","MSNMS","83","CAL 2 thewaker7@hotmail.com","2550","1863"
"7428","134.846479","64.4.35.57","10.0.2.15","TCP","60","1863  >  2550 [ACK] Seq=80 Ack=154 Win=8760 Len=0","1863","2550"
"7429","134.905054","172.16.255.1","109.227.83.224","TCP","54","10689  >  443 [ACK] Seq=131 Ack=156 Win=66084 Len=0","10689","443"
"7430","134.906353","72.14.213.147","192.168.3.131","TLSv1","117","[TCP ACKed unseen segment] , Application Data","443","52152"
"7431","134.907154","72.14.213.147","192.168.3.131","TLSv1","1117","[TCP ACKed unseen segment] , Application Data, Application Data","443","52152"
"7432","134.907200","192.168.3.131","72.14.213.147","TCP","54","[TCP Previous segment not captured] 52152  >  443 [ACK] Seq=27221 Ack=33591 Win=65780 Len=0","52152","443"
"7433","134.948096","109.173.29.34","172.16.255.1","TLSv1","69","Ignored Unknown Record","443","10690"
"7434","134.949130","172.16.255.1","97.103.179.155","UDP","197","50983  >  2151 Len=155","50983","2151"
"7435","135.020943","64.4.35.57","10.0.2.15","MSNMS","80","CAL 1 RINGING 2137891040","1863","2550"
"7436","135.021716","64.4.35.57","10.0.2.15","MSNMS","107","JOI rakslice@hotmail.com rakslice 2789003308:136240","1863","2550"
"7437","135.021748","10.0.2.15","64.4.35.57","TCP","54","2550  >  1863 [ACK] Seq=154 Ack=159 Win=64082 Len=0","2550","1863"
"7438","135.067534","97.103.179.155","172.16.255.1","UDP","62","2151  >  50983 Len=20","2151","50983"
